Transaction_ID,Day,Date,Product_ID,Product_Name,Category,Supplier_ID,Stock_In,Stock_Out,Unit_Cost,Current_Stock,Reorder_Level,Stock_Value,Movement_Net,Reorder_Status
INV121381,Monday,31-03-2025,P029,Brother Label Printer,Electronics,S005,120,24,"? 13,298",10895,37,"? 14,48,85,498",96,Sufficient Stock
INV125516,Monday,31-03-2025,P031,Honeywell Barcode Scanner,Electronics,S003,85,25,"? 15,895",7362,46,"? 11,70,19,857",60,Sufficient Stock
INV122304,Monday,31-03-2025,P033,Microsoft Wireless Mouse,Electronics,S002,70,0,"? 3,942",9694,75,"? 3,82,12,240",70,Sufficient Stock
INV123724,Monday,31-03-2025,P033,Microsoft Wireless Mouse,Electronics,S012,55,18,"? 3,903",9731,75,"? 3,79,82,879",37,Sufficient Stock
INV122807,Monday,31-03-2025,P034,Acer 24-inch Monitor,Electronics,S004,150,19,"? 15,811",8474,100,"? 13,39,86,176",131,Sufficient Stock
INV116022,Monday,31-03-2025,P035,Asus VivoBook,Electronics,S005,115,24,"? 56,123",10609,53,"? 59,54,06,331",91,Sufficient Stock
INV119985,Monday,31-03-2025,P035,Asus VivoBook,Electronics,S002,146,25,"? 52,276",10730,53,"? 56,09,25,665",121,Sufficient Stock
INV120816,Monday,31-03-2025,P035,Asus VivoBook,Electronics,S002,0,15,"? 55,438",10715,53,"? 59,40,19,822",-15,Sufficient Stock
INV124626,Monday,31-03-2025,P035,Asus VivoBook,Electronics,S002,0,18,"? 52,140",10697,53,"? 55,77,44,322",-18,Sufficient Stock
INV115989,Monday,31-03-2025,P036,Acer Aspire 5,Electronics,S003,155,23,"? 49,811",9675,85,"? 48,19,24,275",132,Sufficient Stock
INV120560,Monday,31-03-2025,P036,Acer Aspire 5,Electronics,S003,0,23,"? 50,766",9652,85,"? 48,99,89,011",-23,Sufficient Stock
INV116548,Monday,31-03-2025,P037,Intel Core i5 Processor,Electronics,S005,234,24,"? 20,890",10204,78,"? 21,31,65,222",210,Sufficient Stock
INV119428,Monday,31-03-2025,P037,Intel Core i5 Processor,Electronics,S005,105,0,"? 22,042",10309,78,"? 22,72,32,197",105,Sufficient Stock
INV101374,Monday,31-03-2025,P038,AMD Ryzen 5 Processor,Electronics,S011,0,22,"? 20,144",9101,63,"? 18,33,33,981",-22,Sufficient Stock
INV104914,Monday,31-03-2025,P039,Seagate 4TB HDD,Electronics,S013,0,26,"? 9,962",8910,60,"? 8,87,62,792",-26,Sufficient Stock
INV119615,Monday,31-03-2025,P040,SanDisk 512GB SSD,Electronics,S014,95,27,"? 5,326",8030,46,"? 4,27,69,898",68,Sufficient Stock
INV125403,Monday,31-03-2025,P040,SanDisk 512GB SSD,Electronics,S014,27,0,"? 5,335",8057,46,"? 4,29,81,335",27,Sufficient Stock
INV102903,Tuesday,01-04-2025,P002,HP 15s,Electronics,S007,32,30,"? 42,429",12843,37,"? 54,49,20,601",2,Sufficient Stock
INV111051,Tuesday,01-04-2025,P002,HP 15s,Electronics,S006,244,16,"? 45,539",13071,37,"? 59,52,39,644",228,Sufficient Stock
INV121859,Tuesday,01-04-2025,P002,HP 15s,Electronics,S006,81,32,"? 41,293",13120,37,"? 54,17,65,500",49,Sufficient Stock
INV103605,Tuesday,01-04-2025,P003,Lenovo IdeaPad 3,Electronics,S002,189,19,"? 49,080",8519,50,"? 41,81,10,304",170,Sufficient Stock
INV116870,Tuesday,01-04-2025,P003,Lenovo IdeaPad 3,Electronics,S002,12,17,"? 47,173",8514,50,"? 40,16,33,847",-5,Sufficient Stock
INV102987,Tuesday,01-04-2025,P004,Apple MacBook Air,Electronics,S005,190,19,"? 1,02,330",11430,94,"? 1,16,96,26,473",171,Sufficient Stock
INV126488,Tuesday,01-04-2025,P005,Logitech K380 Keyboard,Electronics,S008,187,22,"? 3,946",10972,46,"? 4,32,95,964",165,Sufficient Stock
INV129677,Tuesday,01-04-2025,P005,Logitech K380 Keyboard,Electronics,S008,172,26,"? 3,737",11118,46,"? 4,15,44,917",146,Sufficient Stock
INV123055,Tuesday,01-04-2025,P006,Logitech M185 Mouse,Electronics,S003,164,28,"? 1,713",11019,68,"? 1,88,79,333",136,Sufficient Stock
INV112002,Tuesday,01-04-2025,P007,Samsung 24-inch Monitor,Electronics,S010,47,16,"? 15,344",10971,76,"? 16,83,39,303",31,Sufficient Stock
INV113778,Tuesday,01-04-2025,P007,Samsung 24-inch Monitor,Electronics,S010,223,0,"? 15,792",11194,76,"? 17,67,70,154",223,Sufficient Stock
INV108208,Tuesday,01-04-2025,P008,LG 27-inch Monitor,Electronics,S009,43,24,"? 19,358",8423,99,"? 16,30,50,244",19,Sufficient Stock
INV128959,Tuesday,01-04-2025,P008,LG 27-inch Monitor,Electronics,S009,215,28,"? 20,327",8610,99,"? 17,50,14,940",187,Sufficient Stock
INV115589,Tuesday,01-04-2025,P010,Cisco 8-Port Switch,Electronics,S010,141,26,"? 11,336",9901,23,"? 11,22,33,348",115,Sufficient Stock
INV112631,Tuesday,01-04-2025,P011,Epson EcoTank Printer,Electronics,S010,244,0,"? 24,245",9079,67,"? 22,01,24,333",244,Sufficient Stock
INV104947,Tuesday,01-04-2025,P016,APC UPS 650VA,Electronics,S015,161,19,"? 8,537",11036,68,"? 9,42,12,299",142,Sufficient Stock
INV101825,Tuesday,01-04-2025,P017,Belkin USB-C Hub,Electronics,S015,0,21,"? 4,677",10591,28,"? 4,95,32,084",-21,Sufficient Stock
INV111541,Tuesday,01-04-2025,P017,Belkin USB-C Hub,Electronics,S015,230,25,"? 4,954",10796,28,"? 5,34,78,369",205,Sufficient Stock
INV117019,Tuesday,01-04-2025,P017,Belkin USB-C Hub,Electronics,S015,101,0,"? 4,679",10897,28,"? 5,09,83,196",101,Sufficient Stock
INV121275,Tuesday,01-04-2025,P017,Belkin USB-C Hub,Electronics,S015,216,18,"? 5,080",11095,28,"? 5,63,62,202",198,Sufficient Stock
INV108340,Tuesday,01-04-2025,P018,Anker Power Bank,Electronics,S010,157,32,"? 4,026",11252,58,"? 4,52,98,081",125,Sufficient Stock
INV116134,Tuesday,01-04-2025,P018,Anker Power Bank,Electronics,S009,194,18,"? 3,946",11428,58,"? 4,50,89,364",176,Sufficient Stock
INV126429,Tuesday,01-04-2025,P018,Anker Power Bank,Electronics,S010,174,22,"? 4,054",11580,58,"? 4,69,46,580",152,Sufficient Stock
INV129058,Tuesday,01-04-2025,P018,Anker Power Bank,Electronics,S010,213,0,"? 4,332",11793,58,"? 5,10,92,101",213,Sufficient Stock
INV126614,Tuesday,01-04-2025,P019,Sony Bluetooth Speaker,Electronics,S006,178,18,"? 7,641",9095,100,"? 6,94,95,453",160,Sufficient Stock
INV105112,Tuesday,01-04-2025,P020,JBL Headphones,Electronics,S002,85,18,"? 6,564",11020,93,"? 7,23,30,133",67,Sufficient Stock
INV107732,Tuesday,01-04-2025,P021,Philips LED Bulb,Home Appliances,S004,0,13,? 767,11595,93,"? 88,99,044",-13,Sufficient Stock
INV104184,Tuesday,01-04-2025,P023,Bosch Cordless Drill,Hardware,S011,210,16,"? 12,542",11675,93,"? 14,64,26,385",194,Sufficient Stock
INV121761,Tuesday,01-04-2025,P024,Stanley Tool Kit,Hardware,S014,121,12,"? 8,647",13074,83,"? 11,30,54,069",109,Sufficient Stock
INV123225,Tuesday,01-04-2025,P024,Stanley Tool Kit,Hardware,S012,0,21,"? 8,085",13053,83,"? 10,55,31,846",-21,Sufficient Stock
INV113585,Tuesday,01-04-2025,P025,3M Safety Gloves,Industrial,S010,101,32,? 895,9686,95,"? 86,73,737",69,Sufficient Stock
INV116803,Tuesday,01-04-2025,P025,3M Safety Gloves,Industrial,S010,0,27,? 866,9659,95,"? 83,68,334",-27,Sufficient Stock
INV120061,Tuesday,01-04-2025,P026,3M Safety Helmet,Industrial,S001,0,33,"? 1,785",6928,53,"? 1,23,64,327",-33,Sufficient Stock
INV100729,Tuesday,01-04-2025,P028,Ubiquiti Access Point,Electronics,S010,65,18,"? 13,247",10538,71,"? 13,96,01,749",47,Sufficient Stock
INV111931,Tuesday,01-04-2025,P028,Ubiquiti Access Point,Electronics,S010,79,0,"? 13,351",10617,71,"? 14,17,51,095",79,Sufficient Stock
INV105299,Tuesday,01-04-2025,P029,Brother Label Printer,Electronics,S005,91,0,"? 14,700",10986,37,"? 16,14,92,185",91,Sufficient Stock
INV108021,Tuesday,01-04-2025,P029,Brother Label Printer,Electronics,S005,244,30,"? 14,084",11200,37,"? 15,77,40,085",214,Sufficient Stock
INV106456,Tuesday,01-04-2025,P030,Zebra Barcode Scanner,Electronics,S014,0,22,"? 18,795",9416,40,"? 17,69,77,193",-22,Sufficient Stock
INV106966,Tuesday,01-04-2025,P030,Zebra Barcode Scanner,Electronics,S014,229,0,"? 18,834",9645,40,"? 18,16,53,225",229,Sufficient Stock
INV125983,Tuesday,01-04-2025,P030,Zebra Barcode Scanner,Electronics,S014,0,20,"? 17,158",9625,40,"? 16,51,41,588",-20,Sufficient Stock
INV108908,Tuesday,01-04-2025,P031,Honeywell Barcode Scanner,Electronics,S003,149,22,"? 15,892",7489,46,"? 11,90,13,000",127,Sufficient Stock
INV116313,Tuesday,01-04-2025,P032,Microsoft Wireless Keyboard,Electronics,S007,127,24,"? 4,874",11226,47,"? 5,47,16,182",103,Sufficient Stock
INV119038,Tuesday,01-04-2025,P032,Microsoft Wireless Keyboard,Electronics,S007,143,0,"? 5,140",11369,47,"? 5,84,31,046",143,Sufficient Stock
INV119743,Tuesday,01-04-2025,P032,Microsoft Wireless Keyboard,Electronics,S007,149,24,"? 4,897",11494,47,"? 5,62,90,754",125,Sufficient Stock
INV123589,Tuesday,01-04-2025,P032,Microsoft Wireless Keyboard,Electronics,S004,44,32,"? 5,234",11506,47,"? 6,02,21,647",12,Sufficient Stock
INV123156,Tuesday,01-04-2025,P035,Asus VivoBook,Electronics,S002,190,0,"? 54,765",10887,53,"? 59,62,24,705",190,Sufficient Stock
INV103663,Tuesday,01-04-2025,P036,Acer Aspire 5,Electronics,S003,188,22,"? 52,050",9818,85,"? 51,10,29,722",166,Sufficient Stock
INV129009,Tuesday,01-04-2025,P036,Acer Aspire 5,Electronics,S003,0,20,"? 52,144",9798,85,"? 51,09,03,641",-20,Sufficient Stock
INV115580,Tuesday,01-04-2025,P037,Intel Core i5 Processor,Electronics,S005,175,20,"? 22,326",10464,78,"? 23,36,21,243",155,Sufficient Stock
INV123617,Tuesday,01-04-2025,P037,Intel Core i5 Processor,Electronics,S005,0,26,"? 21,574",10438,78,"? 22,51,93,977",-26,Sufficient Stock
INV123015,Tuesday,01-04-2025,P038,AMD Ryzen 5 Processor,Electronics,S011,132,22,"? 19,614",9211,63,"? 18,06,64,619",110,Sufficient Stock
INV114231,Tuesday,01-04-2025,P039,Seagate 4TB HDD,Electronics,S013,220,0,"? 10,319",9130,60,"? 9,42,16,182",220,Sufficient Stock
INV103909,Tuesday,01-04-2025,P040,SanDisk 512GB SSD,Electronics,S012,134,0,"? 5,752",8191,46,"? 4,71,12,293",134,Sufficient Stock
INV129610,Wednesday,02-04-2025,P001,Dell Inspiron 15,Electronics,S011,190,0,"? 47,280",9655,100,"? 45,64,84,297",190,Sufficient Stock
INV121503,Wednesday,02-04-2025,P002,HP 15s,Electronics,S006,54,24,"? 45,861",13150,37,"? 60,30,72,894",30,Sufficient Stock
INV120707,Wednesday,02-04-2025,P003,Lenovo IdeaPad 3,Electronics,S002,247,27,"? 42,823",8734,50,"? 37,40,16,938",220,Sufficient Stock
INV117118,Wednesday,02-04-2025,P005,Logitech K380 Keyboard,Electronics,S008,202,15,"? 3,730",11305,46,"? 4,21,63,622",187,Sufficient Stock
INV120150,Wednesday,02-04-2025,P005,Logitech K380 Keyboard,Electronics,S008,93,0,"? 3,551",11398,46,"? 4,04,74,496",93,Sufficient Stock
INV122932,Wednesday,02-04-2025,P009,TP-Link WiFi Router,Electronics,S014,14,20,"? 5,846",8100,94,"? 4,73,51,629",-6,Sufficient Stock
INV129561,Wednesday,02-04-2025,P010,Cisco 8-Port Switch,Electronics,S010,0,13,"? 10,417",9888,23,"? 10,30,03,120",-13,Sufficient Stock
INV101756,Wednesday,02-04-2025,P011,Epson EcoTank Printer,Electronics,S009,127,14,"? 24,910",9192,67,"? 22,89,68,876",113,Sufficient Stock
INV107925,Wednesday,02-04-2025,P011,Epson EcoTank Printer,Electronics,S015,0,19,"? 23,523",9173,67,"? 21,57,74,660",-19,Sufficient Stock
INV110336,Wednesday,02-04-2025,P013,Samsung 1TB SSD,Electronics,S012,0,22,"? 7,706",9890,47,"? 7,62,16,039",-22,Sufficient Stock
INV102256,Wednesday,02-04-2025,P014,WD 2TB HDD,Electronics,S015,0,25,"? 7,036",9470,22,"? 6,66,32,790",-25,Sufficient Stock
INV127213,Wednesday,02-04-2025,P014,WD 2TB HDD,Electronics,S015,129,0,"? 6,824",9599,22,"? 6,55,03,545",129,Sufficient Stock
INV112341,Wednesday,02-04-2025,P015,Kingston 16GB RAM,Electronics,S002,0,24,"? 4,843",12478,64,"? 6,04,25,746",-24,Sufficient Stock
INV105608,Wednesday,02-04-2025,P017,Belkin USB-C Hub,Electronics,S015,131,16,"? 4,567",11210,28,"? 5,11,97,949",115,Sufficient Stock
INV129597,Wednesday,02-04-2025,P019,Sony Bluetooth Speaker,Electronics,S006,0,20,"? 7,725",9075,100,"? 7,01,04,351",-20,Sufficient Stock
INV101306,Wednesday,02-04-2025,P020,JBL Headphones,Electronics,S006,133,26,"? 6,018",11127,93,"? 6,69,67,555",107,Sufficient Stock
INV125630,Wednesday,02-04-2025,P020,JBL Headphones,Electronics,S002,134,39,"? 6,113",11222,93,"? 6,86,04,868",95,Sufficient Stock
INV115948,Wednesday,02-04-2025,P021,Philips LED Bulb,Home Appliances,S009,0,33,? 699,11562,93,"? 80,76,114",-33,Sufficient Stock
INV102748,Wednesday,02-04-2025,P022,Panasonic Extension Board,Home Appliances,S008,162,19,"? 1,474",10871,82,"? 1,60,22,372",143,Sufficient Stock
INV106089,Wednesday,02-04-2025,P022,Panasonic Extension Board,Home Appliances,S006,231,0,"? 1,451",11102,82,"? 1,61,03,662",231,Sufficient Stock
INV109665,Wednesday,02-04-2025,P022,Panasonic Extension Board,Home Appliances,S008,198,0,"? 1,347",11300,82,"? 1,52,26,017",198,Sufficient Stock
INV116013,Wednesday,02-04-2025,P022,Panasonic Extension Board,Home Appliances,S008,245,0,"? 1,356",11545,82,"? 1,56,53,042",245,Sufficient Stock
INV104786,Wednesday,02-04-2025,P023,Bosch Cordless Drill,Hardware,S011,0,16,"? 12,594",11659,93,"? 14,68,37,346",-16,Sufficient Stock
INV120927,Wednesday,02-04-2025,P027,D-Link Ethernet Cable,Electronics,S015,185,25,? 664,11545,34,"? 76,67,538",160,Sufficient Stock
INV129751,Wednesday,02-04-2025,P028,Ubiquiti Access Point,Electronics,S010,202,21,"? 13,202",10798,71,"? 14,25,50,434",181,Sufficient Stock
INV113899,Wednesday,02-04-2025,P029,Brother Label Printer,Electronics,S005,0,20,"? 14,088",11180,37,"? 15,75,02,394",-20,Sufficient Stock
INV114557,Wednesday,02-04-2025,P030,Zebra Barcode Scanner,Electronics,S003,25,21,"? 19,052",9629,40,"? 18,34,50,728",4,Sufficient Stock
INV110304,Wednesday,02-04-2025,P031,Honeywell Barcode Scanner,Electronics,S003,77,27,"? 15,915",7539,46,"? 11,99,81,603",50,Sufficient Stock
INV128342,Wednesday,02-04-2025,P032,Microsoft Wireless Keyboard,Electronics,S007,140,24,"? 5,058",11622,47,"? 5,87,86,321",116,Sufficient Stock
INV118413,Wednesday,02-04-2025,P033,Microsoft Wireless Mouse,Electronics,S012,187,0,"? 3,597",9918,75,"? 3,56,79,455",187,Sufficient Stock
INV128166,Wednesday,02-04-2025,P033,Microsoft Wireless Mouse,Electronics,S003,191,26,"? 3,657",10083,75,"? 3,68,70,751",165,Sufficient Stock
INV128739,Wednesday,02-04-2025,P033,Microsoft Wireless Mouse,Electronics,S012,81,27,"? 4,007",10137,75,"? 4,06,20,552",54,Sufficient Stock
INV109618,Wednesday,02-04-2025,P034,Acer 24-inch Monitor,Electronics,S004,111,21,"? 14,003",8564,100,"? 11,99,20,711",90,Sufficient Stock
INV112801,Wednesday,02-04-2025,P034,Acer 24-inch Monitor,Electronics,S004,226,18,"? 15,512",8772,100,"? 13,60,72,665",208,Sufficient Stock
INV121083,Wednesday,02-04-2025,P035,Asus VivoBook,Electronics,S002,0,20,"? 52,532",10867,53,"? 57,08,69,534",-20,Sufficient Stock
INV101861,Wednesday,02-04-2025,P036,Acer Aspire 5,Electronics,S003,0,18,"? 51,995",9780,85,"? 50,85,07,968",-18,Sufficient Stock
INV127274,Wednesday,02-04-2025,P036,Acer Aspire 5,Electronics,S003,0,17,"? 47,873",9763,85,"? 46,73,80,538",-17,Sufficient Stock
INV100509,Wednesday,02-04-2025,P038,AMD Ryzen 5 Processor,Electronics,S011,179,27,"? 20,344",9363,63,"? 19,04,80,760",152,Sufficient Stock
INV109441,Wednesday,02-04-2025,P039,Seagate 4TB HDD,Electronics,S001,221,25,"? 10,139",9326,60,"? 9,45,58,240",196,Sufficient Stock
INV114720,Wednesday,02-04-2025,P040,SanDisk 512GB SSD,Electronics,S014,74,0,"? 5,610",8265,46,"? 4,63,67,248",74,Sufficient Stock
INV103945,Thursday,03-04-2025,P001,Dell Inspiron 15,Electronics,S011,123,23,"? 50,634",9755,100,"? 49,39,30,818",100,Sufficient Stock
INV129619,Thursday,03-04-2025,P001,Dell Inspiron 15,Electronics,S011,34,29,"? 49,728",9760,100,"? 48,53,41,580",5,Sufficient Stock
INV103427,Thursday,03-04-2025,P002,HP 15s,Electronics,S006,203,23,"? 40,780",13330,37,"? 54,35,97,977",180,Sufficient Stock
INV107474,Thursday,03-04-2025,P002,HP 15s,Electronics,S006,129,0,"? 43,116",13459,37,"? 58,03,02,947",129,Sufficient Stock
INV120733,Thursday,03-04-2025,P003,Lenovo IdeaPad 3,Electronics,S002,0,23,"? 47,629",8711,50,"? 41,48,95,858",-23,Sufficient Stock
INV106837,Thursday,03-04-2025,P004,Apple MacBook Air,Electronics,S004,91,17,"? 1,05,827",11504,94,"? 1,21,74,34,192",74,Sufficient Stock
INV108971,Thursday,03-04-2025,P004,Apple MacBook Air,Electronics,S004,149,22,"? 99,483",11631,94,"? 1,15,70,84,253",127,Sufficient Stock
INV110043,Thursday,03-04-2025,P004,Apple MacBook Air,Electronics,S004,209,23,"? 1,02,858",11817,94,"? 1,21,54,73,691",186,Sufficient Stock
INV122139,Thursday,03-04-2025,P004,Apple MacBook Air,Electronics,S004,201,18,"? 1,04,648",12000,94,"? 1,25,57,79,086",183,Sufficient Stock
INV118999,Thursday,03-04-2025,P008,LG 27-inch Monitor,Electronics,S009,224,23,"? 20,763",8811,99,"? 18,29,39,434",201,Sufficient Stock
INV110858,Thursday,03-04-2025,P009,TP-Link WiFi Router,Electronics,S014,63,26,"? 5,412",8137,94,"? 4,40,39,870",37,Sufficient Stock
INV121207,Thursday,03-04-2025,P009,TP-Link WiFi Router,Electronics,S014,108,12,"? 5,769",8233,94,"? 4,74,96,393",96,Sufficient Stock
INV105513,Thursday,03-04-2025,P010,Cisco 8-Port Switch,Electronics,S010,51,25,"? 10,980",9914,23,"? 10,88,59,711",26,Sufficient Stock
INV115037,Thursday,03-04-2025,P010,Cisco 8-Port Switch,Electronics,S010,169,0,"? 10,844",10083,23,"? 10,93,42,763",169,Sufficient Stock
INV105155,Thursday,03-04-2025,P014,WD 2TB HDD,Electronics,S015,164,0,"? 7,163",9763,22,"? 6,99,28,719",164,Sufficient Stock
INV108402,Thursday,03-04-2025,P014,WD 2TB HDD,Electronics,S015,229,21,"? 7,088",9971,22,"? 7,06,78,389",208,Sufficient Stock
INV127485,Thursday,03-04-2025,P015,Kingston 16GB RAM,Electronics,S012,55,34,"? 4,427",12499,64,"? 5,53,27,758",21,Sufficient Stock
INV100784,Thursday,03-04-2025,P016,APC UPS 650VA,Electronics,S001,0,29,"? 8,253",11007,68,"? 9,08,37,963",-29,Sufficient Stock
INV117492,Thursday,03-04-2025,P016,APC UPS 650VA,Electronics,S001,0,17,"? 9,180",10990,68,"? 10,08,87,930",-17,Sufficient Stock
INV113716,Thursday,03-04-2025,P017,Belkin USB-C Hub,Electronics,S015,193,0,"? 4,971",11403,28,"? 5,66,79,581",193,Sufficient Stock
INV116512,Thursday,03-04-2025,P017,Belkin USB-C Hub,Electronics,S015,180,28,"? 5,091",11555,28,"? 5,88,26,282",152,Sufficient Stock
INV114848,Thursday,03-04-2025,P019,Sony Bluetooth Speaker,Electronics,S006,125,25,"? 7,612",9175,100,"? 6,98,44,418",100,Sufficient Stock
INV128266,Thursday,03-04-2025,P019,Sony Bluetooth Speaker,Electronics,S006,0,25,"? 7,282",9150,100,"? 6,66,30,049",-25,Sufficient Stock
INV109458,Thursday,03-04-2025,P021,Philips LED Bulb,Home Appliances,S009,160,25,? 749,11697,93,"? 87,56,423",135,Sufficient Stock
INV100336,Thursday,03-04-2025,P025,3M Safety Gloves,Industrial,S010,59,25,? 931,9693,95,"? 90,20,697",34,Sufficient Stock
INV102478,Thursday,03-04-2025,P025,3M Safety Gloves,Industrial,S010,76,24,? 872,9745,95,"? 84,96,521",52,Sufficient Stock
INV126411,Thursday,03-04-2025,P025,3M Safety Gloves,Industrial,S010,0,37,? 951,9708,95,"? 92,28,184",-37,Sufficient Stock
INV114461,Thursday,03-04-2025,P026,3M Safety Helmet,Industrial,S001,57,23,"? 1,840",6962,53,"? 1,28,08,494",34,Sufficient Stock
INV104587,Thursday,03-04-2025,P029,Brother Label Printer,Electronics,S012,0,13,"? 14,016",11167,37,"? 15,65,16,678",-13,Sufficient Stock
INV112311,Thursday,03-04-2025,P029,Brother Label Printer,Electronics,S005,25,19,"? 14,192",11173,37,"? 15,85,64,328",6,Sufficient Stock
INV125529,Thursday,03-04-2025,P031,Honeywell Barcode Scanner,Electronics,S003,219,23,"? 16,534",7735,46,"? 12,78,87,055",196,Sufficient Stock
INV127070,Thursday,03-04-2025,P033,Microsoft Wireless Mouse,Electronics,S012,199,0,"? 3,759",10336,75,"? 3,88,53,244",199,Sufficient Stock
INV100747,Thursday,03-04-2025,P035,Asus VivoBook,Electronics,S002,115,0,"? 57,464",10982,53,"? 63,10,71,399",115,Sufficient Stock
INV119571,Thursday,03-04-2025,P035,Asus VivoBook,Electronics,S002,0,17,"? 53,219",10965,53,"? 58,35,50,266",-17,Sufficient Stock
INV120821,Thursday,03-04-2025,P036,Acer Aspire 5,Electronics,S003,118,27,"? 51,672",9854,85,"? 50,91,78,973",91,Sufficient Stock
INV120886,Thursday,03-04-2025,P036,Acer Aspire 5,Electronics,S003,55,29,"? 52,224",9880,85,"? 51,59,75,020",26,Sufficient Stock
INV121858,Thursday,03-04-2025,P036,Acer Aspire 5,Electronics,S003,0,24,"? 48,337",9856,85,"? 47,64,13,719",-24,Sufficient Stock
INV106684,Thursday,03-04-2025,P037,Intel Core i5 Processor,Electronics,S005,97,22,"? 20,753",10513,78,"? 21,81,72,624",75,Sufficient Stock
INV120124,Thursday,03-04-2025,P037,Intel Core i5 Processor,Electronics,S005,156,18,"? 20,235",10651,78,"? 21,55,27,201",138,Sufficient Stock
INV123936,Thursday,03-04-2025,P037,Intel Core i5 Processor,Electronics,S005,186,0,"? 21,835",10837,78,"? 23,66,21,982",186,Sufficient Stock
INV126383,Thursday,03-04-2025,P038,AMD Ryzen 5 Processor,Electronics,S011,156,19,"? 20,534",9500,63,"? 19,50,69,494",137,Sufficient Stock
INV101450,Thursday,03-04-2025,P039,Seagate 4TB HDD,Electronics,S013,73,21,"? 10,601",9378,60,"? 9,94,19,733",52,Sufficient Stock
INV125444,Thursday,03-04-2025,P039,Seagate 4TB HDD,Electronics,S013,0,26,"? 10,750",9352,60,"? 10,05,30,059",-26,Sufficient Stock
INV126807,Thursday,03-04-2025,P039,Seagate 4TB HDD,Electronics,S013,171,26,"? 10,018",9497,60,"? 9,51,41,173",145,Sufficient Stock
INV121972,Thursday,03-04-2025,P040,SanDisk 512GB SSD,Electronics,S014,72,25,"? 5,893",8312,46,"? 4,89,81,218",47,Sufficient Stock
INV123313,Friday,04-04-2025,P001,Dell Inspiron 15,Electronics,S011,64,18,"? 50,710",9806,100,"? 49,72,59,045",46,Sufficient Stock
INV126559,Friday,04-04-2025,P001,Dell Inspiron 15,Electronics,S011,0,26,"? 51,200",9780,100,"? 50,07,32,562",-26,Sufficient Stock
INV102531,Friday,04-04-2025,P003,Lenovo IdeaPad 3,Electronics,S002,186,27,"? 46,591",8870,50,"? 41,32,60,176",159,Sufficient Stock
INV126238,Friday,04-04-2025,P003,Lenovo IdeaPad 3,Electronics,S002,0,15,"? 47,091",8855,50,"? 41,69,88,317",-15,Sufficient Stock
INV113615,Friday,04-04-2025,P004,Apple MacBook Air,Electronics,S004,28,16,"? 95,507",12012,94,"? 1,14,72,34,462",12,Sufficient Stock
INV125809,Friday,04-04-2025,P004,Apple MacBook Air,Electronics,S004,110,28,"? 1,07,337",12094,94,"? 1,29,81,34,821",82,Sufficient Stock
INV110794,Friday,04-04-2025,P005,Logitech K380 Keyboard,Electronics,S008,0,23,"? 3,725",11375,46,"? 4,23,73,975",-23,Sufficient Stock
INV114237,Friday,04-04-2025,P006,Logitech M185 Mouse,Electronics,S003,142,18,"? 1,624",11143,68,"? 1,80,98,033",124,Sufficient Stock
INV102024,Friday,04-04-2025,P007,Samsung 24-inch Monitor,Electronics,S010,55,19,"? 16,855",11230,76,"? 18,92,80,228",36,Sufficient Stock
INV113275,Friday,04-04-2025,P008,LG 27-inch Monitor,Electronics,S008,81,18,"? 19,208",8874,99,"? 17,04,51,497",63,Sufficient Stock
INV125120,Friday,04-04-2025,P008,LG 27-inch Monitor,Electronics,S009,74,16,"? 21,322",8932,99,"? 19,04,44,353",58,Sufficient Stock
INV108897,Friday,04-04-2025,P010,Cisco 8-Port Switch,Electronics,S010,188,0,"? 11,177",10271,23,"? 11,48,02,972",188,Sufficient Stock
INV120660,Friday,04-04-2025,P010,Cisco 8-Port Switch,Electronics,S010,29,21,"? 11,332",10279,23,"? 11,64,77,746",8,Sufficient Stock
INV101957,Friday,04-04-2025,P011,Epson EcoTank Printer,Electronics,S009,0,18,"? 22,192",9155,67,"? 20,31,64,365",-18,Sufficient Stock
INV107611,Friday,04-04-2025,P011,Epson EcoTank Printer,Electronics,S009,125,26,"? 24,184",9254,67,"? 22,37,94,437",99,Sufficient Stock
INV114232,Friday,04-04-2025,P011,Epson EcoTank Printer,Electronics,S013,166,18,"? 21,922",9402,67,"? 20,61,12,967",148,Sufficient Stock
INV119453,Friday,04-04-2025,P011,Epson EcoTank Printer,Electronics,S009,0,24,"? 22,282",9378,67,"? 20,89,59,287",-24,Sufficient Stock
INV129158,Friday,04-04-2025,P011,Epson EcoTank Printer,Electronics,S009,246,27,"? 23,360",9597,67,"? 22,41,87,606",219,Sufficient Stock
INV129427,Friday,04-04-2025,P012,Canon Laser Printer,Electronics,S002,125,0,"? 18,551",9739,22,"? 18,06,64,711",125,Sufficient Stock
INV110402,Friday,04-04-2025,P013,Samsung 1TB SSD,Electronics,S015,0,20,"? 7,957",9870,47,"? 7,85,36,901",-20,Sufficient Stock
INV126421,Friday,04-04-2025,P013,Samsung 1TB SSD,Electronics,S012,19,21,"? 7,842",9868,47,"? 7,73,87,278",-2,Sufficient Stock
INV114901,Friday,04-04-2025,P015,Kingston 16GB RAM,Electronics,S004,37,14,"? 4,501",12522,64,"? 5,63,59,089",23,Sufficient Stock
INV118446,Friday,04-04-2025,P015,Kingston 16GB RAM,Electronics,S012,222,12,"? 4,352",12732,64,"? 5,54,14,043",210,Sufficient Stock
